index,lvl1,lvl1_name,lvl2,lvl2_name,lvl3,lvl3_name,lvl4,lvl4_name,lvl5,lvl5_name,drug_name
1648,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA04,Perindopril,PERINDOPRIL ERBUMINE
1649,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA05,Ramipril,RAMIPRIL
1650,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA06,Quinapril,QUINAPRIL
1651,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA06,Quinapril,QUINAPRIL HYDROCHLORIDE
1652,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA07,Benazepril,BENAZEPRIL
1653,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA07,Benazepril,BENAZEPRIL HYDROCHLORIDE
1654,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA08,Cilazapril,CILAZAPRIL
1655,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA08,Cilazapril,CILAZAPRIL
1656,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA09,Fosinopril,FOSINOPRIL
1657,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA09,Fosinopril,FOSINOPRIL SODIUM
1658,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA10,Trandolapril,TRANDOLAPRIL
1659,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA11,Spirapril,SPIRAPRIL
1660,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA11,Spirapril,SPIRAPRIL HYDROCHLORIDE
1661,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA12,Delapril,DELAPRIL
1662,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA12,Delapril,DELAPRIL HYDROCHLORIDE
1663,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA13,Moexipril,MOEXIPRIL
1664,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA13,Moexipril,MOEXIPRIL HYDROCHLORIDE
1665,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA14,Temocapril,TEMOCAPRIL
1666,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA14,Temocapril,TEMOCAPRIL HYDROCHLORIDE
1667,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA15,Zofenopril,ZOFENOPRIL
1668,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA15,Zofenopril,ZOFENOPRIL CALCIUM
1669,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA16,Imidapril,IMIDAPRIL
1670,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",C09AA16,Imidapril,IMIDAPRIL HYDROCHLORIDE
1671,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,C09BA01,Captopril and diuretics,CAPTOPRIL AND HYDROCHLOROTHIAZIDE
1672,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,C09BA02,Enalapril and diuretics,ENALAPRIL MALEATE AND HYDROCHLOROTHIAZIDE
1673,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,C09BA03,Lisinopril and diuretics,HYDROCHLOROTHIAZIDE AND LISINOPRIL
1674,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,C09BA06,Quinapril and diuretics,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE
1675,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,C09BA07,Benazepril and diuretics,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE
1676,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,C09BA09,Fosinopril and diuretics,FOSINOPRIL AND HYDROCHLOROTHIAZIDE
1677,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BA,ACE inhibitors and diuretics,C09BA13,Moexipril and diuretics,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE
1678,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09B,"ACE INHIBITORS, COMBINATIONS",C09BB,ACE inhibitors and calcium channel blockers,C09BB10,Trandolapril and verapamil,TRANDOLAPRIL AND VERAPAMIL HYDROCHLORIDE
1679,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA01,Losartan,LOSARTAN
1680,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA01,Losartan,LOSARTAN POTASSIUM
1681,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA02,Eprosartan,EPROSARTAN
1682,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA02,Eprosartan,EPROSARTAN MESYLATE
1683,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA03,Valsartan,VALSARTAN
1684,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA04,Irbesartan,IRBESARTAN
1685,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA05,Tasosartan,TASOSARTAN
1686,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA06,Candesartan,CANDESARTAN
1687,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA06,Candesartan,CANDESARTAN CILEXETIL
1688,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA07,Telmisartan,TELMISARTAN
1689,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA08,Olmesartan medoxomil,OLMESARTAN MEDOXOMIL
1690,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA09,Azilsartan medoxomil,AZILSARTAN MEDOXOMIL
1691,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA09,Azilsartan medoxomil,AZILSARTAN KAMEDOXOMIL
1692,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers, plain",C09CA10,Fimasartan,FIMASARTAN
1693,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA01,Losartan and diuretics,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE TABLETS
1694,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA02,Eprosartan and diuretics,EPROSARTAN MESYLATE AND HYDROCHLOROTHIAZIDE
1695,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA03,Valsartan and diuretics,VALSARTAN AND HYDROCHLOROTHIAZIDE &LT;JP/US&GT;
1696,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA04,Irbesartan and diuretics,IRBESARTAN AND HYDROCHLOROTHIAZIDE
1697,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA04,Irbesartan and diuretics,IRBESARTAN AND TRICHLORMETHIAZIDE &LT;JP&GT;
1698,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA06,Candesartan and diuretics,CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE TABLETS
1699,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA07,Telmisartan and diuretics,TELMISARTAN AND HYDROCHLOROTHIAZIDE &LT;JP/US&GT;
1700,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA08,Olmesartan medoxomil and diuretics,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE
1701,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,C09DA09,Azilsartan medoxomil and diuretics,AZILSARTAN MEDOXOMIL AND CHLORTHALIDONE
1702,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09DB01,Valsartan and amlodipine,VALSARTAN AND AMLODIPINE BESILATE &LT;JP/US&GT;
1703,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09DB02,Olmesartan medoxomil and amlodipine,AMLODIPINE BESYLATE AND OLMESARTAN MEDOXOMIL
1704,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09DB04,Telmisartan and amlodipine,TELMISARTAN AND AMLODIPINE BESILATE &LT;JP/US&GT;
1705,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09DB05,irbesartan and amlodipine,IRBESARTAN AND AMLODIPINE BESILATE &LT;JP&GT;
1706,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,C09DB07,Candesartan and amlodipine,CANDESARTAN CILEXETIL AND ANMLODIPINE BESYLATE TABLETS
1707,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX01,"Valsartan, amlodipine and hydrochlorothiazide","AMLODIPINE, VALSARTAN AND HYDROCHLOROTHIAZIDE"
1708,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX02,Valsartan and aliskiren,ALISKIREN HEMIFUMARATE AND VALSARTAN
1709,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX03,"Olmesartan medoxomil, amlodipine and hydrochlorothiazide","OLMESARTAN MEDOXOMIL, AMLODIPINE BESYLATE AND HYDROCHLOROTHIAZIDE"
1710,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX04,Valsartan and sacubitril,SACUBITRIL VALSARTAN SODIUM HYDRATE
1711,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX05,Valsartan and nebivolol,NEBIVOLOL AND VALSARTAN
1712,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors,C09XA01,Remikiren,REMIKIREN
1713,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors,C09XA02,Aliskiren,ALISKIREN
1714,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors,C09XA02,Aliskiren,ALISKIREN FUMARATE
1715,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors,C09XA52,Aliskiren and hydrochlorothiazide,ALISKIREN HEMIFUMARATE AND HYDROCHLOROTHIAZIDE
1716,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors,C09XA53,Aliskiren and amlodipine,ALISKIREN AND AMLODIPINE
1717,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09XA,Renin-inhibitors,C09XA54,"Aliskiren, amlodipine and hydrochlorothiazide","ALISKIREN HEMIFUMARATE, AMLODIPINE BESYLATE AND HYDROCHLOROTHIAZIDE"
1718,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA01,Simvastatin,SIMVASTATIN
1719,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA02,Lovastatin,LOVASTATIN
1720,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA03,Pravastatin,PRAVASTATIN
1721,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA03,Pravastatin,PRAVASTATIN SODIUM
1722,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA04,Fluvastatin,FLUVASTATIN
1723,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA04,Fluvastatin,FLUVASTATIN SODIUM
1724,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA05,Atorvastatin,ATORVASTATIN
1725,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA05,Atorvastatin,ATORVASTATIN CALCIUM ANHYDOROUS
1726,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA05,Atorvastatin,ATORVASTATIN CALCIUM
1727,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA05,Atorvastatin,ATORVASTATIN CALCIUM PROPYLENE GLYCOL SORBATE
1728,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA06,Cerivastatin,CERIVASTATIN
1729,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA06,Cerivastatin,CERIVASTATIN SODIUM
1730,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA07,Rosuvastatin,ROSUVASTATIN
1731,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA07,Rosuvastatin,ROSUVASTATIN CALCIUM
1732,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA08,Pitavastatin,PITAVASTATIN CALCIUM
1733,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,C10AA08,Pitavastatin,PITAVASTATIN CALCIUM HYDRATE
1734,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB01,Clofibrate,CLOFIBRATE
1735,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB01,Clofibrate,ALUMINUM CLOFIBRATE
1736,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB01,Clofibrate,MAGNESIUM CLOFIBRATE
1737,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB02,Bezafibrate,BEZAFIBRATE
1738,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB03,Aluminium clofibrate,ALUMINUM CLOFIBRATE
1739,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB04,Gemfibrozil,GEMFIBROZIL
1740,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB05,Fenofibrate,FENOFIBRATE
1741,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB06,Simfibrate,SIMFIBRATE
1742,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB07,Ronifibrate,RONIFIBRATE
1743,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,Fibrates,C10AB08,Ciprofibrate,CIPROFIBRATE
