,d1r1,d1r0,d0r1,d0r0,ROR,SE,CI95min,CI95max
ALUMINUM SULFATE\CALCIUM ACETATE,0,0,205,36844,,,,
ALUMINUM ZIRCONIUM OCTACHLOROHYDREX GLY,0,0,205,36844,,,,
ALUMINUM ZIRCONIUM OCTACHLOROHYDREX GLY\ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,0,0,205,36844,,,,
ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,0,0,205,36844,,,,
ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,0,0,205,36844,,,,
ALVERINE,0,0,205,36844,,,,
ALVERINE CITRATE,0,0,205,36844,,,,
ALVERINE CITRATE\DIMETHICONE,0,0,205,36844,,,,
ALVERINE CITRATE\METHIONINE,0,0,205,36844,,,,
ALVERINE CITRATE\RACEMETHIONINE,0,0,205,36844,,,,
ALVIMOPAN,0,0,205,36844,,,,
ALVOCIDIB,0,0,205,36844,,,,
ALX-148,0,0,205,36844,,,,
AM-2201,0,0,205,36844,,,,
AMANTADINE,0,0,205,36844,,,,
AMANTADINE HYDROCHLORIDE,0,0,205,36844,,,,
AMANTADINE SULFATE,0,1,205,36843,,,,
AMANTADINE\DEXAMETHASONE\IBUPROFEN\LIDOCAINE,0,0,205,36844,,,,
AMARANTHUS HYBRIDUS POLLEN,0,0,205,36844,,,,
AMARANTHUS HYBRIDUS POLLEN\AMARANTHUS PALMERI POLLEN\AMARANTHUS RETROFLEXUS POLLEN,0,0,205,36844,,,,
AMARANTHUS PALMERI POLLEN,0,0,205,36844,,,,
AMARANTHUS PALMERI POLLEN\AMARANTHUS RETROFLEXUS POLLEN,0,0,205,36844,,,,
AMARANTHUS PALMERI POLLEN\AMARANTHUS RETROFLEXUS POLLEN\AMARANTHUS SPINOSUS POLLEN\AMARANTHUS TUBERCULATUS POLLEN,0,0,205,36844,,,,
AMARANTHUS RETROFLEXUS POLLEN,0,0,205,36844,,,,
AMARANTHUS RETROFLEXUS POLLEN\CHENOPODIUM ALBUM POLLEN\PLANTAGO LANCEOLATA POLLEN\SALSOLA KALI POLLEN\XANTHIUM STRUMARIUM POLLEN,0,0,205,36844,,,,
AMARANTHUS RETROFLEXUS POLLEN\CHENOPODIUM ALBUM POLLEN\RUMEX ACETOSELLA POLLEN\RUMEX CRISPUS POLLEN\XANTHIUM STRUMARIUM POLLEN,0,0,205,36844,,,,
AMARANTHUS RETROFLEXUS POLLEN\CHENOPODIUM ALBUM POLLEN\XANTHIUM STRUMARIUM POLLEN,0,0,205,36844,,,,
AMARANTHUS TUBERCULATUS POLLEN,0,0,205,36844,,,,
AMARANTH\CHLOROFORM\CITRIC ACID MONOHYDRATE\PIMPINELLA ANISUM WHOLE,0,0,205,36844,,,,
AMATUXIMAB,0,9,205,36835,,,,
AMB-FUBINACA,0,0,205,36844,,,,
AMBAZONE,0,0,205,36844,,,,
AMBENONIUM,0,0,205,36844,,,,
AMBENONIUM CHLORIDE,0,1,205,36843,,,,
AMBER,0,0,205,36844,,,,
AMBRISENTAN,0,1,205,36843,,,,
AMBROSIA ACANTHICARPA POLLEN,0,0,205,36844,,,,
AMBROSIA ACANTHICARPA POLLEN\AMBROSIA PSILOSTACHYA POLLEN,0,0,205,36844,,,,
AMBROSIA ARTEMISIIFOLIA POLLEN,0,0,205,36844,,,,
AMBROSIA ARTEMISIIFOLIA POLLEN\AMBROSIA BIDENTATA POLLEN\AMBROSIA PSILOSTACHYA POLLEN\AMBROSIA TRIFIDA POLLEN,0,0,205,36844,,,,
AMBROSIA ARTEMISIIFOLIA POLLEN\AMBROSIA PSILOSTACHYA POLLEN\AMBROSIA TRIFIDA POLLEN,0,0,205,36844,,,,
AMBROSIA ARTEMISIIFOLIA POLLEN\AMBROSIA TRIFIDA POLLEN,0,0,205,36844,,,,
AMBROSIA PSILOSTACHYA POLLEN,0,0,205,36844,,,,
AMBROSIA SALSOLA POLLEN,0,0,205,36844,,,,
AMBROSIA TRIFIDA POLLEN,0,0,205,36844,,,,
AMBROXOL,0,14,205,36830,,,,
AMBROXOL ACEFYLLINATE,0,1,205,36843,,,,
AMBROXOL ACEFYLLINATE\DESLORATADINE\MONTELUKAST SODIUM,0,0,205,36844,,,,
AMBROXOL ACEFYLLINATE\MONTELUKAST SODIUM,0,0,205,36844,,,,
AMBROXOL HYDROCHLORIDE,0,41,205,36803,,,,
"AMBROXOL HYDROCHLORIDE\ASCORBIC ACID\CAFFEINE\CHLORPHENIRAMINE MALEATE\DIHYDROCODEINE PHOSPHATE\IBUPROFEN\ISOPROPAMIDE IODIDE\METHYLEPHEDRINE HYDROCHLORIDE, (+/-)-\THIAMINE DISULFIDE",0,0,205,36844,,,,
AMBROXOL HYDROCHLORIDE\CETIRIZINE HYDROCHLORIDE,0,0,205,36844,,,,
AMBROXOL HYDROCHLORIDE\CLENBUTEROL,0,0,205,36844,,,,
AMBROXOL HYDROCHLORIDE\DOXYCYCLINE HYDROCHLORIDE,0,0,205,36844,,,,
AMBROXOL HYDROCHLORIDE\GUAIFENESIN,0,0,205,36844,,,,
AMBROXOL HYDROCHLORIDE\LORATADINE,0,0,205,36844,,,,
AMBROXOL\AMOXICILLIN,0,0,205,36844,,,,
AMBROXOL\CETIRIZINE HYDROCHLORIDE,0,0,205,36844,,,,
AMBROXOL\CLENBUTEROL,0,0,205,36844,,,,
AMBROXOL\DEXTROMETHORPHAN,0,0,205,36844,,,,
AMBROXOL\GUAIFENESIN\LEVALBUTEROL,0,0,205,36844,,,,
AMBROXOL\GUAIFENESIN\TERBUTALINE,0,0,205,36844,,,,
AMCENESTRANT,0,0,205,36844,,,,
AMCINONIDE,0,0,205,36844,,,,
AMDINOCILLIN,0,0,205,36844,,,,
AMDINOCILLIN PIVOXIL,0,2,205,36842,,,,
AMDINOCILLIN PIVOXIL HYDROCHLORIDE,0,0,205,36844,,,,
AMENAMEVIR,0,1,205,36843,,,,
AMERICAN GINSENG,0,0,205,36844,,,,
"AMERICAN GINSENG\ARSENIC TRIOXIDE\CONVALLARIA MAJALIS\CORTISONE ACETATE\CROTALUS HORRIDUS HORRIDUS VENOM\EPINEPHRINE\HOPS\IRON\OYSTER SHELL CALCIUM CARBONATE, CRUDE\PHOSPHORIC ACID\PHOSPHORUS\SELENIUM\SEPIA OFFICINALIS JUICE\STRYCHNOS NUX-VOMICA SEED\THYROID, PORCINE",0,0,205,36844,,,,
AMEZINIUM METILSULFATE,0,0,205,36844,,,,
AMFENAC SODIUM,0,0,205,36844,,,,
AMG-427,0,0,205,36844,,,,
AMG-510,0,1,205,36843,,,,
AMIFAMPRIDINE,0,1,205,36843,,,,
AMIFAMPRIDINE PHOSPHATE,0,3,205,36841,,,,
AMIFOSTINE,0,35,205,36809,,,,
AMIKACIN,0,37,205,36807,,,,
AMIKACIN SULFATE,0,10,205,36834,,,,
AMILOMOTIDE,0,0,205,36844,,,,
AMILORIDE,0,1,205,36843,,,,
AMILORIDE HYDROCHLORIDE,0,2,205,36842,,,,
AMILORIDE HYDROCHLORIDE\CHLORTHALIDONE,0,0,205,36844,,,,
AMILORIDE HYDROCHLORIDE\FUROSEMIDE,0,0,205,36844,,,,
AMILORIDE HYDROCHLORIDE\HYDROCHLOROTHIAZIDE,0,9,205,36835,,,,
AMILORIDE HYDROCHLORIDE\HYDROCHLOROTHIAZIDE\TIMOLOL MALEATE,0,0,205,36844,,,,
AMILORIDE\BENDROFLUMETHIAZIDE,0,0,205,36844,,,,
AMILORIDE\FUROSEMIDE,0,8,205,36836,,,,
AMILOXATE,0,0,205,36844,,,,
AMINEPTINE HYDROCHLORIDE,0,0,205,36844,,,,
AMINO ACIDS,0,21,205,36823,,,,
"AMINO ACIDS, SOURCE UNSPECIFIED",0,20,205,36824,,,,
AMINO ACIDS\ANHYDROUS DEXTROSE\CALCIUM CHLORIDE\MAGNESIUM SULFATE HEPTAHYDRATE\POTASSIUM CHLORIDE\SODIUM ACETATE\SODIUM GLYCEROPHOSPHATE ANHYDROUS\SOYBEAN OIL,0,3,205,36841,,,,
AMINO ACIDS\BACITRACIN\NEOMYCIN,0,0,205,36844,,,,
AMINO ACIDS\CALCIUM CHLORIDE\MAGNESIUM CHLORIDE\SODIUM CHLORIDE\SODIUM LACTATE,0,0,205,36844,,,,
AMINO ACIDS\CARBOHYDRATES\ELECTROLYTES NOS,0,1,205,36843,,,,
AMINO ACIDS\CARBOHYDRATES\ELECTROLYTES NOS\VITAMINS,0,4,205,36840,,,,
AMINO ACIDS\CARBOHYDRATES\MINERALS\SOYBEAN OIL\VITAMINS,0,0,205,36844,,,,
AMINO ACIDS\CARBOHYDRATES\MINERALS\VITAMINS,0,0,205,36844,,,,
AMINO ACIDS\DEXTROSE,0,0,205,36844,,,,
AMINO ACIDS\DEXTROSE\EGG PHOSPHOLIPIDS\ELECTROLYTES NOS\SAFFLOWER OIL\SOYBEAN OIL,0,0,205,36844,,,,
AMINO ACIDS\DEXTROSE\ELECTROLYTES NOS,0,1,205,36843,,,,
AMINO ACIDS\DEXTROSE\ELECTROLYTES NOS\MINERALS\VITAMINS,0,2,205,36842,,,,
AMINO ACIDS\DEXTROSE\ELECTROLYTES NOS\SOYBEAN OIL,0,6,205,36838,,,,
AMINO ACIDS\DEXTROSE\ELECTROLYTES NOS\SOYBEAN OIL\VITAMINS,0,26,205,36818,,,,
AMINO ACIDS\DEXTROSE\ELECTROLYTES NOS\VITAMINS,0,6,205,36838,,,,
AMINO ACIDS\DEXTROSE\SOYBEAN OIL,0,9,205,36835,,,,
AMINO ACIDS\ELECTROLYTES NOS,0,2,205,36842,,,,
AMINO ACIDS\ELECTROLYTES NOS\VITAMINS,0,0,205,36844,,,,
AMINO ACIDS\ELECTROLYTES NOS\XYLITOL,0,0,205,36844,,,,
AMINO ACIDS\FOLIC ACID\VITAMINS,0,0,205,36844,,,,
AMINO ACIDS\FRUCTOSE\MINERALS,0,0,205,36844,,,,
AMINO ACIDS\HERBALS\MINERALS\VITAMINS,0,0,205,36844,,,,
AMINO ACIDS\MINERALS,0,0,205,36844,,,,
AMINO ACIDS\MINERALS\VITAMINS,0,0,205,36844,,,,
AMINO ACIDS\SOYBEAN OIL\VITAMINS,0,0,205,36844,,,,
AMINO ACIDS\VITAMINS,0,0,205,36844,,,,
AMINOBENZOATE POTASSIUM,0,0,205,36844,,,,
AMINOBENZOIC ACID,0,0,205,36844,,,,
AMINOBENZOIC ACID\CALCIUM PANTOTHENATE\CYSTINE\KERATIN\THIAMINE MONONITRATE,0,0,205,36844,,,,
AMINOCAPROIC ACID,0,1,205,36843,,,,
AMINOGLUTETHIMIDE,0,0,205,36844,,,,
AMINOLEVULINIC ACID,0,1,205,36843,,,,
AMINOLEVULINIC ACID HYDROCHLORIDE,0,0,205,36844,,,,
AMINOMETHYLBENZOIC ACID,0,1,205,36843,,,,
AMINOPHENAZONE,0,0,205,36844,,,,
AMINOPHENAZONE BARBITAL,0,0,205,36844,,,,
AMINOPHENAZONE\ANTIPYRINE\BARBITAL,0,1,205,36843,,,,
AMINOPHENAZONE\BUTALBITAL\CAFFEINE,0,0,205,36844,,,,
AMINOPHENAZONE\CAFFEINE\CALCIUM\CHLORPHENIRAMINE\DIHYDROCODEINE\GUAIFENESIN\METAMIZOLE\METHYLEPHEDRINE\RIBOFLAVIN\TAURINE\THIAMINE,0,0,205,36844,,,,
AMINOPHENAZONE\CAFFEINE\CODEINE \PHENACETIN,0,0,205,36844,,,,
AMINOPHENAZONE\CAFFEINE\EPHEDRINE HYDROCHLORIDE\HERBALS\THEOBROMINE CALCIUM SALICYLATE,0,0,205,36844,,,,
AMINOPHENAZONE\CAFFEINE\PHENACETIN\PHENOBARBITAL,0,0,205,36844,,,,
AMINOPHENAZONE\CAMYLOFIN\CHLORPHENOXAMINE\EPHEDRINE\ETAMIPHYLLIN,0,0,205,36844,,,,
AMINOPHENAZONE\METAMIZOLE,0,0,205,36844,,,,
AMINOPHYLLINE,0,5,205,36839,,,,
AMINOPHYLLINE\AMMONIUM CHLORIDE\DIPHENHYDRAMINE\SODIUM CITRATE,0,0,205,36844,,,,
AMINOPHYLLINE\ARGININE\ERGOLOID MESYLATES\PENTOXIFYLLINE\SILDENAFIL\TESTOSTERONE,0,0,205,36844,,,,
AMINOPHYLLINE\BENZOCAINE\PENTOBARBITAL,0,0,205,36844,,,,
AMINOPHYLLINE\BROMHEXINE\CHLORPHENIRAMINE,0,0,205,36844,,,,
AMINOPHYLLINE\CHLORPHENIRAMINE MALEATE\METHOXYPHENAMINE HYDROCHLORIDE\NOSCAPINE,0,1,205,36843,,,,
AMINOPHYLLINE\QUININE SULFATE,0,0,205,36844,,,,
AMINOPTERIN,0,0,205,36844,,,,
AMINOPYRINE,0,0,205,36844,,,,
AMINOPYRINE\ANTIPYRINE\CAFFEINE\PHENACETIN,0,0,205,36844,,,,
AMINOSALICYLATE CALCIUM,0,0,205,36844,,,,
AMINOSALICYLATE CALCIUM ALUMINIUM,0,0,205,36844,,,,
AMINOSALICYLATE SODIUM,0,0,205,36844,,,,
AMINOSALICYLATE SODIUM\ISONIAZID,0,0,205,36844,,,,
AMINOSALICYLIC ACID,0,0,205,36844,,,,
AMIODARONE,0,52,205,36792,,,,
AMIODARONE HYDROCHLORIDE,0,36,205,36808,,,,
AMIPRILOSE HYDROCHLORIDE,0,0,205,36844,,,,
AMISULPRIDE,0,5,205,36839,,,,
AMITRIPTYLINE,0,94,205,36750,,,,
AMITRIPTYLINE HYDROCHLORIDE,0,68,205,36776,,,,
AMITRIPTYLINE HYDROCHLORIDE\CHLORDIAZEPOXIDE,0,0,205,36844,,,,
AMITRIPTYLINE HYDROCHLORIDE\CHLORDIAZEPOXIDE HYDROCHLORIDE,0,0,205,36844,,,,
AMITRIPTYLINE HYDROCHLORIDE\DIAZEPAM\PERPHENAZINE,0,0,205,36844,,,,
AMITRIPTYLINE HYDROCHLORIDE\MEDAZEPAM,0,0,205,36844,,,,
AMITRIPTYLINE HYDROCHLORIDE\PERPHENAZINE,0,0,205,36844,,,,
AMITRIPTYLINE PAMOATE,0,0,205,36844,,,,
AMITRIPTYLINE\BACLOFEN\BUPIVACAINE\DICLOFENAC\GABAPENTIN\KETAMINE,0,0,205,36844,,,,
AMITRIPTYLINE\BACLOFEN\DICLOFENAC\LIDOCAINE,0,0,205,36844,,,,
AMITRIPTYLINE\CHLORDIAZEPOXIDE,0,0,205,36844,,,,
AMITRIPTYLINE\FLURBIPROFEN\GABAPENTIN\LIDOCAINE\PRILOCAINE\SODIUM METABISULFITE,0,0,205,36844,,,,
AMITRIPTYLINE\KETAMINE\LIDOCAINE,0,0,205,36844,,,,
AMITRIPTYLINE\PERPHENAZINE,0,0,205,36844,,,,
AMITRIPTYLINOXIDE,0,0,205,36844,,,,
AMIVANTAMAB,0,1,205,36843,,,,
AMIVANTAMAB-VMJW,0,0,205,36844,,,,
AMLEXANOX,0,0,205,36844,,,,
AMLODIPINE ADIPATE,0,0,205,36844,,,,
AMLODIPINE BENZOATE,0,0,205,36844,,,,
AMLODIPINE BESYLATE OR AMLODIPINE MALEATE,0,0,205,36844,,,,
AMLODIPINE BESYLATE\ATENOLOL,0,0,205,36844,,,,
AMLODIPINE BESYLATE\ATORVASTATIN,0,0,205,36844,,,,
AMLODIPINE BESYLATE\ATORVASTATIN CALCIUM,0,2,205,36842,,,,
AMLODIPINE BESYLATE\ATORVASTATIN CALCIUM TRIHYDRATE,0,0,205,36844,,,,
AMLODIPINE BESYLATE\AZILSARTAN,0,1,205,36843,,,,
AMLODIPINE BESYLATE\BENAZEPRIL HYDROCHLORIDE,0,1,205,36843,,,,
AMLODIPINE BESYLATE\CANDESARTAN CILEXETIL,0,5,205,36839,,,,
AMLODIPINE BESYLATE\HYDROCHLOROTHIAZIDE,0,0,205,36844,,,,
AMLODIPINE BESYLATE\HYDROCHLOROTHIAZIDE\LOSARTAN,0,0,205,36844,,,,
AMLODIPINE BESYLATE\HYDROCHLOROTHIAZIDE\OLMESARTAN MEDOXOMIL,0,1,205,36843,,,,
AMLODIPINE BESYLATE\HYDROCHLOROTHIAZIDE\VALSARTAN,0,5,205,36839,,,,
AMLODIPINE BESYLATE\INDAPAMIDE\PERINDOPRIL ARGININE,0,2,205,36842,,,,
AMLODIPINE BESYLATE\IRBESARTAN,0,0,205,36844,,,,
AMLODIPINE BESYLATE\LISINOPRIL,0,0,205,36844,,,,
AMLODIPINE BESYLATE\OLMESARTAN MEDOXOMIL,0,5,205,36839,,,,
AMLODIPINE BESYLATE\PERINDOPRIL,0,0,205,36844,,,,
AMLODIPINE BESYLATE\PERINDOPRIL ARGININE,0,3,205,36841,,,,
AMLODIPINE BESYLATE\PERINDOPRIL ERBUMINE,0,2,205,36842,,,,
AMLODIPINE BESYLATE\PERINDOPRIL TOSYLATE,0,0,205,36844,,,,
AMLODIPINE BESYLATE\TELMISARTAN,0,11,205,36833,,,,
AMLODIPINE BESYLATE\VALSARTAN,0,14,205,36830,,,,
AMLODIPINE CAMSYLATE,0,1,205,36843,,,,
AMLODIPINE MALEATE,0,1,205,36843,,,,
AMLODIPINE MALEATE\OLMESARTAN MEDOXOMIL,0,0,205,36844,,,,
AMLODIPINE MESYLATE,0,0,205,36844,,,,
AMLODIPINE OROTATE,0,0,205,36844,,,,
AMLODIPINE\ATORVASTATIN,0,0,205,36844,,,,
AMLODIPINE\ATORVASTATIN\PERINDOPRIL,0,0,205,36844,,,,
AMLODIPINE\BISOPROLOL,0,0,205,36844,,,,
AMLODIPINE\BISOPROLOL\HYDROCHLOROTHIAZIDE,0,0,205,36844,,,,
AMLODIPINE\CANDESARTAN CILEXETIL,0,0,205,36844,,,,
AMLODIPINE\CHLORTHALIDONE,0,0,205,36844,,,,
AMLODIPINE\HYDROCHLOROTHIAZIDE,0,0,205,36844,,,,
AMLODIPINE\HYDROCHLOROTHIAZIDE\OLMESARTAN,0,1,205,36843,,,,
AMLODIPINE\HYDROCHLOROTHIAZIDE\TELMISARTAN,0,0,205,36844,,,,
AMLODIPINE\HYDROCHLOROTHIAZIDE\VALSARTAN,0,2,205,36842,,,,
AMLODIPINE\INDAPAMIDE,0,0,205,36844,,,,
AMLODIPINE\INDAPAMIDE\PERINDOPRIL,0,0,205,36844,,,,
AMLODIPINE\LOSARTAN,0,0,205,36844,,,,
AMLODIPINE\LOSARTAN POTASSIUM,0,0,205,36844,,,,
AMLODIPINE\OLMESARTAN,0,4,205,36840,,,,
AMLODIPINE\PERINDOPRIL,0,14,205,36830,,,,
AMLODIPINE\RAMIPRIL,0,0,205,36844,,,,
AMLODIPINE\TELMISARTAN,0,0,205,36844,,,,
AMLODIPINE\VALSARTAN,0,2,205,36842,,,,
AMMONIA,0,0,205,36844,,,,
AMMONIA\LIDOCAINE HYDROCHLORIDE\LIDOCAINE HYDROCHLORIDE ANHYDROUS\POVIDONE-IODINE\TRIAMCINOLONE ACETONIDE,0,0,205,36844,,,,
AMMONIUM ACETATE,0,0,205,36844,,,,
AMMONIUM BICARBONATE,0,0,205,36844,,,,
AMMONIUM BROMIDE,0,1,205,36843,,,,
AMMONIUM BROMIDE\CAFFEINE\PHENOBARBITAL\PHENYTOIN\SODIUM BROMIDE,0,0,205,36844,,,,
AMMONIUM CARBONATE\CAMPHOR\HERBALS\MENTHOL\POTASSIUM BICARBONATE,0,0,205,36844,,,,
AMMONIUM CATION\GLYCYRRHIZIN,0,0,205,36844,,,,
AMMONIUM CHLORIDE,0,0,205,36844,,,,
AMMONIUM CHLORIDE\CAFFEINE,0,0,205,36844,,,,
"AMMONIUM CHLORIDE\CHLORPHENIRAMINE MALEATE\DIHYDROCODEINE BITARTRATE\METHYLEPHEDRINE HYDROCHLORIDE, (+/-)-",0,1,205,36843,,,,
AMMONIUM CHLORIDE\CHLORPHENIRAMINE\CODEINE\EPHEDRINE,0,0,205,36844,,,,
AMMONIUM CHLORIDE\CHLORPHENIRAMINE\DEXTROMETHORPHAN\GUAIFENESIN,0,0,205,36844,,,,
AMMONIUM CHLORIDE\CHLORPHENIRAMINE\SODIUM CITRATE,0,0,205,36844,,,,
AMMONIUM CHLORIDE\CODEINE PHOSPHATE\DIPHENHYDRAMINE HYDROCHLORIDE,0,0,205,36844,,,,
AMMONIUM CHLORIDE\DEXTROMETHORPHAN\SODIUM CITRATE,0,1,205,36843,,,,
AMMONIUM CHLORIDE\DIPHENHYDRAMINE HYDROCHLORIDE,0,0,205,36844,,,,
AMMONIUM CHLORIDE\DIPHENHYDRAMINE HYDROCHLORIDE\MENTHOL,0,0,205,36844,,,,
AMMONIUM CHLORIDE\DIPHENHYDRAMINE HYDROCHLORIDE\MENTHOL\SODIUM CITRATE,0,0,205,36844,,,,
AMMONIUM CHLORIDE\DIPHENHYDRAMINE HYDROCHLORIDE\SODIUM CITRATE,0,0,205,36844,,,,
AMMONIUM CHLORIDE\DIPHENHYDRAMINE\ETOFYLLINE\SODIUM CITRATE\THEOPHYLLINE,0,0,205,36844,,,,
AMMONIUM CHLORIDE\PENTOXYVERINE CITRATE,0,0,205,36844,,,,
AMMONIUM GLYCYRRHIZATE,0,5,205,36839,,,,
AMMONIUM GLYCYRRHIZATE\ASCORBIC ACID\CHLORHEXIDINE GLUCONATE\TETRACAINE HYDROCHLORIDE,0,0,205,36844,,,,
AMMONIUM GLYCYRRHIZATE\CYSTEINE,0,1,205,36843,,,,
AMMONIUM GLYCYRRHIZATE\CYSTEINE HYDROCHLORIDE\GLYCINE,0,1,205,36843,,,,
AMMONIUM GLYCYRRHIZATE\CYSTEINE\GLYCINE,0,0,205,36844,,,,
AMMONIUM GLYCYRRHIZATE\GLYCINE\METHIONINE,0,0,205,36844,,,,
AMMONIUM GLYCYRRHIZATE\GLYCINE\RACEMETHIONINE,0,0,205,36844,,,,
AMMONIUM LACTATE,0,1,205,36843,,,,
AMMONIUM LACTATE\HALOBETASOL PROPIONATE,0,0,205,36844,,,,
AMMONIUM LAURYL SULFATE,0,0,205,36844,,,,
AMMONIUM PERFLUOROOCTANOATE,0,0,205,36844,,,,
AMOBARBITAL,0,0,205,36844,,,,
AMOBARBITAL SODIUM,0,0,205,36844,,,,
AMOBARBITAL\BELLADONNA LEAF\DIMETHICONE\ERGOTAMINE TARTRATE,0,0,205,36844,,,,
AMOBARBITAL\DEXTROAMPHETAMINE SULFATE,0,0,205,36844,,,,
AMOBARBITAL\SECOBARBITAL,0,0,205,36844,,,,
AMODIAQUINE,0,0,205,36844,,,,
AMODIAQUINE HYDROCHLORIDE\PYRIMETHAMINE\SULFADOXINE,0,0,205,36844,,,,
AMODIAQUINE\ARTESUNATE,0,0,205,36844,,,,
AMONAFIDE,0,0,205,36844,,,,
AMOROLFINE,0,0,205,36844,,,,
AMOROLFINE HYDROCHLORIDE,0,0,205,36844,,,,
AMOTRIPHENE,0,0,205,36844,,,,
AMOXAPINE,0,0,205,36844,,,,
AMOXICILLIN,0,80,205,36764,,,,
AMOXICILLIN SODIUM,0,1,205,36843,,,,
AMOXICILLIN\CLARITHROMYCIN\ESOMEPRAZOLE,0,0,205,36844,,,,
AMOXICILLIN\CLARITHROMYCIN\LANSOPRAZOLE,0,0,205,36844,,,,
AMOXICILLIN\CLARITHROMYCIN\OMEPRAZOLE,0,0,205,36844,,,,
AMOXICILLIN\CLARITHROMYCIN\PANTOPRAZOLE,0,0,205,36844,,,,
AMOXICILLIN\CLARITHROMYCIN\RABEPRAZOLE,0,0,205,36844,,,,
AMOXICILLIN\CLARITHROMYCIN\VONOPRAZAN FUMURATE,0,0,205,36844,,,,
AMOXICILLIN\CLAVULANATE POTASSIUM,0,110,205,36734,,,,
AMOXICILLIN\CLAVULANIC ACID,0,42,205,36802,,,,
AMOXICILLIN\CLOXACILLIN,0,0,205,36844,,,,
AMOXICILLIN\CLOXACILLIN\LACTOBACILLUS ACIDOPHILUS,0,0,205,36844,,,,
AMOXICILLIN\FLUCLOXACILLIN,0,0,205,36844,,,,
AMOXICILLIN\LANSOPRAZOLE\METRONIDAZOLE,0,0,205,36844,,,,
AMOXICILLIN\METRONIDAZOLE\RABEPRAZOLE,0,0,205,36844,,,,
AMOXICILLIN\METRONIDAZOLE\VONOPRAZAN,0,0,205,36844,,,,
AMOXICILLIN\OMEPRAZOLE MAGNESIUM\RIFABUTIN,0,0,205,36844,,,,
AMOXICILLIN\OMEPRAZOLE\TINIDAZOLE,0,0,205,36844,,,,
AMOXICILLIN\SULBACTAM,0,0,205,36844,,,,
AMP-514,0,0,205,36844,,,,
AMPHETAMINE,0,0,205,36844,,,,
AMPHETAMINE ADIPATE,0,0,205,36844,,,,
AMPHETAMINE ADIPATE\DEXTROAMPHETAMINE,0,0,205,36844,,,,
AMPHETAMINE ASPARTATE,0,0,205,36844,,,,
AMPHETAMINE ASPARTATE MONOHYDRATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,0,0,205,36844,,,,
AMPHETAMINE ASPARTATE\AMPHETAMINE SULFATE\DEXTROAMPHETAMINE SACCHARATE\DEXTROAMPHETAMINE SULFATE,0,4,205,36840,,,,
AMPHETAMINE ASPARTATE\DEXTROAMPHETAMINE SACCHARATE,0,0,205,36844,,,,
AMPHETAMINE PHOSPHATE,0,0,205,36844,,,,
AMPHETAMINE SULFATE,0,0,205,36844,,,,
AMPHETAMINE SULFATE\DEXTROAMPHETAMINE,0,1,205,36843,,,,
AMPHETAMINE SULFATE\PHENOBARBITAL,0,0,205,36844,,,,
AMPHETAMINE\DEXTROAMPHETAMINE,0,1,205,36843,,,,
AMPHOTERICIN B,0,80,205,36764,,,,
AMPHOTERICIN B CHOLESTERYL SULFATE,0,0,205,36844,,,,
AMPHOTERICIN B\CHOLESTEROL,0,0,205,36844,,,,
"AMPHOTERICIN B\DIMYRISTOYLPHOSPHATIDYLCHOLINE, DL-\DIMYRISTOYLPHOSPHATIDYLGLYCEROL, DL-",0,0,205,36844,,,,
AMPHOTERICIN B\TETRACYCLINE,0,0,205,36844,,,,
AMPICILLIN,0,19,205,36825,,,,
AMPICILLIN SODIUM,0,0,205,36844,,,,
AMPICILLIN SODIUM\AMPICILLIN TRIHYDRATE,0,0,205,36844,,,,
AMPICILLIN SODIUM\SULBACTAM SODIUM,0,16,205,36828,,,,
AMPICILLIN TRIHYDRATE,0,0,205,36844,,,,
AMPICILLIN TRIHYDRATE \CLOXACILLIN SODIUM,0,0,205,36844,,,,
AMPICILLIN TRIHYDRATE\CLAVULANATE POTASSIUM,0,0,205,36844,,,,
AMPICILLIN TRIHYDRATE\DICLOXACILLIN SODIUM,0,0,205,36844,,,,
AMPICILLIN TRIHYDRATE\FLUCLOXACILLIN SODIUM,0,0,205,36844,,,,
AMPICILLIN\AMPICILLIN TRIHYDRATE,0,0,205,36844,,,,
AMPICILLIN\CLOXACILLIN,0,0,205,36844,,,,
AMPIROXICAM,0,0,205,36844,,,,
AMPRENAVIR,0,0,205,36844,,,,
AMPRENAVIR\RITONAVIR,0,0,205,36844,,,,
AMPROLIUM,0,0,205,36844,,,,
AMRUBICIN,0,66,205,36778,,,,
AMRUBICIN HYDROCHLORIDE,0,4,205,36840,,,,
AMSACRINE,0,0,205,36844,,,,
AMYGDALIN,0,0,205,36844,,,,
AMYL NITRITE,0,0,205,36844,,,,
AMYLASE,0,1,205,36843,,,,
AMYLASE\BROMELAINS\CHYMOTRYPSIN\PANCRELIPASE\PAPAIN\RUTIN\TRYPSIN,0,0,205,36844,,,,
AMYLASE\CELLULASE\GLUTAMIC ACID HYDROCHLORIDE\PANCRELIPASE\PEPSIN\PROTEASE,0,0,205,36844,,,,
AMYLASE\LIPASE\PEPSIN\TRYPSIN,0,0,205,36844,,,,
AMYLASE\LIPASE\PROTEASE,0,1,205,36843,,,,
